archivo,carpeta,estado,palabras,tiene_yaml,tipo_nota,tipo_valido,campos_ok_count,campos_faltantes_count,campos_faltantes,campos_alias,problemas
01_PDOT\puentes_tgi\_Indice_Puentes_TGI.md,01_PDOT\puentes_tgi,ERROR,494,True,indice-modulo,False,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'indice-modulo' | Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\puentes_tgi\EJE-AH_Agua_Saneamiento.md,01_PDOT\puentes_tgi,ERROR,383,True,puente-eje-tgi,False,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'puente-eje-tgi' | Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\puentes_tgi\EJE-EP_Equidad_Desarrollo.md,01_PDOT\puentes_tgi,ERROR,480,True,puente-eje-tgi,False,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'puente-eje-tgi' | Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\puentes_tgi\EJE-FA_Ambiente_Riesgo.md,01_PDOT\puentes_tgi,ERROR,414,True,puente-eje-tgi,False,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'puente-eje-tgi' | Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
01_PDOT\puentes_tgi\EJE-PI_Institucional_Ejecucion.md,01_PDOT\puentes_tgi,ERROR,469,True,puente-eje-tgi,False,5,3,territorio | dimension_tgi | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'puente-eje-tgi' | Faltan 3 campos: territorio, dimension_tgi, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\01_CONSTITUCION\_Indice_Constitucion.md,02_NORMATIVA\01_CONSTITUCION,ERROR,810,True,indice-modulo,False,5,3,territorio | dimension_tgi | fuente_canonica,tipo→tipo_nota | name→nombre,"tipo_nota desconocido: 'indice-modulo' | Faltan 3 campos: territorio, dimension_tgi, fuente_canonica | Aliases no canónicos: tipo→tipo_nota, name→nombre"
02_NORMATIVA\01_CONSTITUCION\CONST-Buen-Vivir-Servicios-Ambiente.md,02_NORMATIVA\01_CONSTITUCION,WARN,1478,True,normativa-constitucional,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-constitucional' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\01_CONSTITUCION\CONST-Competencias-Municipales.md,02_NORMATIVA\01_CONSTITUCION,WARN,1691,True,normativa-constitucional,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-constitucional' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\01_CONSTITUCION\CONST-Planificacion-Presupuesto.md,02_NORMATIVA\01_CONSTITUCION,WARN,1355,True,normativa-constitucional,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-constitucional' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\01_CONSTITUCION\CONST-Principios-Estado-GAD.md,02_NORMATIVA\01_CONSTITUCION,WARN,1155,True,normativa-constitucional,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-constitucional' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\02_COOTAD\_Indice_COOTAD.md,02_NORMATIVA\02_COOTAD,ERROR,1003,True,indice-modulo,False,5,3,territorio | dimension_tgi | fuente_canonica,tipo→tipo_nota | name→nombre,"tipo_nota desconocido: 'indice-modulo' | Faltan 3 campos: territorio, dimension_tgi, fuente_canonica | Aliases no canónicos: tipo→tipo_nota, name→nombre"
02_NORMATIVA\02_COOTAD\COOTAD-Competencias-Sectoriales.md,02_NORMATIVA\02_COOTAD,WARN,1637,True,normativa-cootad,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-cootad' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\02_COOTAD\COOTAD-Planificacion-Participativa.md,02_NORMATIVA\02_COOTAD,WARN,1571,True,normativa-cootad,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-cootad' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\02_COOTAD\COOTAD-Principios-GAD-Municipal.md,02_NORMATIVA\02_COOTAD,WARN,2002,True,normativa-cootad,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-cootad' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\02_COOTAD\COOTAD-Recursos-Presupuesto.md,02_NORMATIVA\02_COOTAD,WARN,1521,True,normativa-cootad,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-cootad' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\02_COOTAD\COOTAD-Reforma-2026-Inversion.md,02_NORMATIVA\02_COOTAD,WARN,1380,True,normativa-reforma-cootad,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-reforma-cootad' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\03_COPFP\_Indice_CPFP.md,02_NORMATIVA\03_COPFP,ERROR,971,True,indice-modulo,False,5,3,territorio | dimension_tgi | fuente_canonica,tipo→tipo_nota | name→nombre,"tipo_nota desconocido: 'indice-modulo' | Faltan 3 campos: territorio, dimension_tgi, fuente_canonica | Aliases no canónicos: tipo→tipo_nota, name→nombre"
02_NORMATIVA\03_COPFP\CPFP-Ciclo-Presupuestario.md,02_NORMATIVA\03_COPFP,WARN,2078,True,normativa-cpfp,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-cpfp' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\03_COPFP\CPFP-PDyOT-GADs-Montecristi.md,02_NORMATIVA\03_COPFP,WARN,2130,True,normativa-cpfp,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-cpfp' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\04_REGLAMENTO_COPFP\_Indice_Reglamento_CPFP.md,02_NORMATIVA\04_REGLAMENTO_COPFP,ERROR,433,True,indice-modulo,False,5,3,territorio | dimension_tgi | fuente_canonica,tipo→tipo_nota | name→nombre,"tipo_nota desconocido: 'indice-modulo' | Faltan 3 campos: territorio, dimension_tgi, fuente_canonica | Aliases no canónicos: tipo→tipo_nota, name→nombre"
02_NORMATIVA\04_REGLAMENTO_COPFP\REGLAMENTO-CPFP-Planificacion.md,02_NORMATIVA\04_REGLAMENTO_COPFP,WARN,1573,True,normativa-reglamento-cpfp,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-reglamento-cpfp' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\04_REGLAMENTO_COPFP\REGLAMENTO-CPFP-Presupuesto.md,02_NORMATIVA\04_REGLAMENTO_COPFP,WARN,1631,True,normativa-reglamento-cpfp,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-reglamento-cpfp' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\05_LOSNCP\_Indice_LOSNCP.md,02_NORMATIVA\05_LOSNCP,ERROR,528,True,indice-modulo,False,5,3,territorio | dimension_tgi | fuente_canonica,tipo→tipo_nota | name→nombre,"tipo_nota desconocido: 'indice-modulo' | Faltan 3 campos: territorio, dimension_tgi, fuente_canonica | Aliases no canónicos: tipo→tipo_nota, name→nombre"
02_NORMATIVA\05_LOSNCP\LOSNCP-Contratacion-Publica.md,02_NORMATIVA\05_LOSNCP,WARN,1919,True,normativa-losncp,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-losncp' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\06_REGLAMENTO_LOSNCP\_Indice_Reglamento_LOSNCP.md,02_NORMATIVA\06_REGLAMENTO_LOSNCP,ERROR,432,True,indice-modulo,False,5,3,territorio | dimension_tgi | fuente_canonica,tipo→tipo_nota | name→nombre,"tipo_nota desconocido: 'indice-modulo' | Faltan 3 campos: territorio, dimension_tgi, fuente_canonica | Aliases no canónicos: tipo→tipo_nota, name→nombre"
02_NORMATIVA\06_REGLAMENTO_LOSNCP\REGLAMENTO-LOSNCP-Contratacion.md,02_NORMATIVA\06_REGLAMENTO_LOSNCP,WARN,1851,True,normativa-reglamento-losncp,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-reglamento-losncp' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\07_LOSEP\_Indice_LOSEP.md,02_NORMATIVA\07_LOSEP,ERROR,522,True,indice-modulo,False,5,3,territorio | dimension_tgi | fuente_canonica,tipo→tipo_nota | name→nombre,"tipo_nota desconocido: 'indice-modulo' | Faltan 3 campos: territorio, dimension_tgi, fuente_canonica | Aliases no canónicos: tipo→tipo_nota, name→nombre"
02_NORMATIVA\07_LOSEP\LOSEP-Talento-Humano-Desempeno.md,02_NORMATIVA\07_LOSEP,WARN,2263,True,normativa-losep,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-losep' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\08_REGLAMENTO_LOSEP\_Indice_Reglamento_LOSEP.md,02_NORMATIVA\08_REGLAMENTO_LOSEP,ERROR,327,True,indice-modulo,False,5,3,territorio | dimension_tgi | fuente_canonica,tipo→tipo_nota | name→nombre,"tipo_nota desconocido: 'indice-modulo' | Faltan 3 campos: territorio, dimension_tgi, fuente_canonica | Aliases no canónicos: tipo→tipo_nota, name→nombre"
02_NORMATIVA\08_REGLAMENTO_LOSEP\REGLAMENTO-LOSEP-Evaluacion-Seleccion.md,02_NORMATIVA\08_REGLAMENTO_LOSEP,WARN,1713,True,normativa-reglamento-losep,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-reglamento-losep' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\09_COA\_Indice_COA.md,02_NORMATIVA\09_COA,ERROR,443,True,indice-modulo,False,5,3,territorio | dimension_tgi | fuente_canonica,tipo→tipo_nota | name→nombre,"tipo_nota desconocido: 'indice-modulo' | Faltan 3 campos: territorio, dimension_tgi, fuente_canonica | Aliases no canónicos: tipo→tipo_nota, name→nombre"
02_NORMATIVA\09_COA\COA-Gestion-Ambiental-GAD-Municipal.md,02_NORMATIVA\09_COA,WARN,2234,True,normativa-coa,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-coa' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\10_REGLAMENTO_COA\_Indice_Reglamento_COA.md,02_NORMATIVA\10_REGLAMENTO_COA,ERROR,283,True,indice-modulo,False,5,3,territorio | dimension_tgi | fuente_canonica,tipo→tipo_nota | name→nombre,"tipo_nota desconocido: 'indice-modulo' | Faltan 3 campos: territorio, dimension_tgi, fuente_canonica | Aliases no canónicos: tipo→tipo_nota, name→nombre"
02_NORMATIVA\10_REGLAMENTO_COA\REGLAMENTO-COA-EIA-Territorial.md,02_NORMATIVA\10_REGLAMENTO_COA,WARN,1163,True,normativa-reglamento-coa,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-reglamento-coa' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\11_LOTAIP\_Indice_LOTAIP.md,02_NORMATIVA\11_LOTAIP,ERROR,447,True,indice-modulo,False,5,3,territorio | dimension_tgi | fuente_canonica,tipo→tipo_nota | name→nombre,"tipo_nota desconocido: 'indice-modulo' | Faltan 3 campos: territorio, dimension_tgi, fuente_canonica | Aliases no canónicos: tipo→tipo_nota, name→nombre"
02_NORMATIVA\11_LOTAIP\LOTAIP-Transparencia-GAD.md,02_NORMATIVA\11_LOTAIP,WARN,2242,True,normativa-lotaip,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-lotaip' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\12_REGLAMENTO_LOTAIP\_Indice_Reglamento_LOTAIP.md,02_NORMATIVA\12_REGLAMENTO_LOTAIP,ERROR,448,True,indice-modulo,False,5,3,territorio | dimension_tgi | fuente_canonica,tipo→tipo_nota | name→nombre,"tipo_nota desconocido: 'indice-modulo' | Faltan 3 campos: territorio, dimension_tgi, fuente_canonica | Aliases no canónicos: tipo→tipo_nota, name→nombre"
02_NORMATIVA\12_REGLAMENTO_LOTAIP\REGLAMENTO-LOTAIP-Comites-Transparencia.md,02_NORMATIVA\12_REGLAMENTO_LOTAIP,WARN,2084,True,normativa-reglamento-lotaip,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-reglamento-lotaip' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\13_GUIAS_LOTAIP\_Indice_Guias_LOTAIP.md,02_NORMATIVA\13_GUIAS_LOTAIP,ERROR,474,True,indice-modulo,False,5,3,territorio | dimension_tgi | fuente_canonica,tipo→tipo_nota | name→nombre,"tipo_nota desconocido: 'indice-modulo' | Faltan 3 campos: territorio, dimension_tgi, fuente_canonica | Aliases no canónicos: tipo→tipo_nota, name→nombre"
02_NORMATIVA\13_GUIAS_LOTAIP\GUIAS-LOTAIP-Cumplimiento-Metodologia.md,02_NORMATIVA\13_GUIAS_LOTAIP,WARN,2363,True,normativa-guia-lotaip,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-guia-lotaip' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\14_LOPC\_Indice_LOPC.md,02_NORMATIVA\14_LOPC,ERROR,605,True,indice-modulo,False,5,3,territorio | dimension_tgi | fuente_canonica,tipo→tipo_nota | name→nombre,"tipo_nota desconocido: 'indice-modulo' | Faltan 3 campos: territorio, dimension_tgi, fuente_canonica | Aliases no canónicos: tipo→tipo_nota, name→nombre"
02_NORMATIVA\14_LOPC\LOPC-Participacion-Presupuesto-Rendicion.md,02_NORMATIVA\14_LOPC,WARN,3098,True,normativa-ley-lopc,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-ley-lopc' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\15_LOTUGS\_Indice_LOTUGS.md,02_NORMATIVA\15_LOTUGS,WARN,634,True,indice-capa,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'indice-capa' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\15_LOTUGS\LOTUGS-Ordenamiento-Territorial-Suelo.md,02_NORMATIVA\15_LOTUGS,WARN,2571,True,normativa-ley-lotugs,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-ley-lotugs' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\16_COAD\_Indice_COAD.md,02_NORMATIVA\16_COAD,WARN,742,True,indice-capa,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'indice-capa' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\16_COAD\COAD-Procedimiento-Administrativo.md,02_NORMATIVA\16_COAD,WARN,2192,True,normativa-codigo-administrativo,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-codigo-administrativo' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\17_LOIPEVM\_Indice_LOIPEVM.md,02_NORMATIVA\17_LOIPEVM,WARN,713,True,indice-capa,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'indice-capa' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\17_LOIPEVM\LOIPEVM-Violencia-Mujeres-GAD.md,02_NORMATIVA\17_LOIPEVM,WARN,2199,True,normativa-ley-loipevm,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-ley-loipevm' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\18_LEY_ECONOMIA_MUJERES\_Indice_Ley_Economia_Mujeres.md,02_NORMATIVA\18_LEY_ECONOMIA_MUJERES,WARN,719,True,indice-capa,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'indice-capa' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\18_LEY_ECONOMIA_MUJERES\LEY-ECONOMIA-MUJERES-Emprendimiento.md,02_NORMATIVA\18_LEY_ECONOMIA_MUJERES,WARN,1741,True,normativa-ley-economia-mujeres,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'normativa-ley-economia-mujeres' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\19_CODIGO_DEMOCRACIA\_Indice_Codigo_Democracia.md,02_NORMATIVA\19_CODIGO_DEMOCRACIA,WARN,358,True,indice-modulo,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'indice-modulo' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\19_CODIGO_DEMOCRACIA\CODIGO-DEMOCRACIA-Electoral-Participacion.md,02_NORMATIVA\19_CODIGO_DEMOCRACIA,WARN,1181,True,nota-normativa,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'nota-normativa' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\20_NORMAS_CGE\_Indice_Normas_CGE.md,02_NORMATIVA\20_NORMAS_CGE,WARN,442,True,indice-modulo,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'indice-modulo' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\20_NORMAS_CGE\NORMAS-CGE-Control-Interno.md,02_NORMATIVA\20_NORMAS_CGE,WARN,1530,True,nota-normativa,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'nota-normativa' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\21_LEY_TRANSFORMACION_DIGITAL\_Indice_Ley_Transformacion_Digital.md,02_NORMATIVA\21_LEY_TRANSFORMACION_DIGITAL,WARN,455,True,indice-modulo,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'indice-modulo' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\21_LEY_TRANSFORMACION_DIGITAL\LEY-TRANSFORMACION-DIGITAL.md,02_NORMATIVA\21_LEY_TRANSFORMACION_DIGITAL,WARN,1597,True,nota-normativa,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'nota-normativa' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\22_RESOLUCION_CPCCS_RDC\_Indice_Reglamento_RDC.md,02_NORMATIVA\22_RESOLUCION_CPCCS_RDC,WARN,491,True,indice-modulo,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'indice-modulo' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\22_RESOLUCION_CPCCS_RDC\REGLAMENTO-RDC-CPCCS-2026.md,02_NORMATIVA\22_RESOLUCION_CPCCS_RDC,WARN,1596,True,nota-normativa,False,6,2,territorio | estado,tipo→tipo_nota | name→nombre | gold_master→fuente_canonica,"tipo_nota desconocido: 'nota-normativa' | Faltan: territorio, estado | Aliases no canónicos: tipo→tipo_nota, name→nombre, gold_master→fuente_canonica"
02_NORMATIVA\_Indice_Normativa.md,02_NORMATIVA,ERROR,2371,True,indice-maestro,False,5,3,territorio | dimension_tgi | fuente_canonica,tipo→tipo_nota | name→nombre,"tipo_nota desconocido: 'indice-maestro' | Faltan 3 campos: territorio, dimension_tgi, fuente_canonica | Aliases no canónicos: tipo→tipo_nota, name→nombre"
03_CPFP\_Índice CPFP.md,03_CPFP,ERROR,667,True,indice,True,5,3,territorio | dimension_tgi | fuente_canonica,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha,"Faltan 3 campos: territorio, dimension_tgi, fuente_canonica | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha"
03_CPFP\CPFP-Disposiciones-Generales.md,03_CPFP,WARN,1042,True,norma-curada,False,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"tipo_nota desconocido: 'norma-curada' | Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
03_CPFP\CPFP-Inversion-Publica-Banco-Proyectos.md,03_CPFP,WARN,1326,True,norma-curada,False,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"tipo_nota desconocido: 'norma-curada' | Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
03_CPFP\CPFP-PDyOT-GADs-Montecristi.md,03_CPFP,WARN,1404,True,norma-curada,False,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"tipo_nota desconocido: 'norma-curada' | Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
03_CPFP\CPFP-Sistema-Planificacion-Participativa.md,03_CPFP,WARN,1261,True,norma-curada,False,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"tipo_nota desconocido: 'norma-curada' | Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
04_Constitucion\_Índice Constitucion.md,04_Constitucion,ERROR,1161,True,indice,True,5,3,territorio | dimension_tgi | fuente_canonica,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha,"Faltan 3 campos: territorio, dimension_tgi, fuente_canonica | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha"
04_Constitucion\CONST-Titulo-I-Estado.md,04_Constitucion,WARN,712,True,normativa,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
04_Constitucion\CONST-Titulo-II-Derechos.md,04_Constitucion,WARN,1676,True,normativa,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
04_Constitucion\CONST-Titulo-V-Organizacion-Territorial.md,04_Constitucion,WARN,1787,True,normativa,True,6,2,territorio | dimension_tgi,tipo→tipo_nota | name→nombre | etiquetas→tags | fecha_creacion→fecha | fuente→fuente_canonica,"Faltan: territorio, dimension_tgi | Aliases no canónicos: tipo→tipo_nota, name→nombre, etiquetas→tags, fecha_creacion→fecha, fuente→fuente_canonica"
